% # of instances: 2000

% Class distribution
% c1: 487
% c2: 487
% c3: 522
% c4: 504

@relation Synthetic_3_train

@attribute Dimension_1 numeric
@attribute Dimension_2 numeric
@attribute Dimension_3 numeric
@attribute Dimension_4 numeric
@attribute Dimension_5 numeric
@attribute Dimension_6 numeric
@attribute Dimension_8 numeric
@attribute Dimension_10 numeric
@attribute Dimension_11 numeric
@attribute Dimension_12 numeric
@attribute Dimension_13 numeric
@attribute Dimension_14 numeric
@attribute Dimension_15 numeric
@attribute Dimension_17 numeric
@attribute Dimension_18 numeric
@attribute Dimension_20 numeric
@attribute class {c1,c2,c3,c4}

@data
-0.161304,2.179663,-0.19696,0.780401,2.500538,1.454385,4.489797,0.822768,1.487885,1.277605,0.785361,0.937571,-7.511747,0.985419,0.247464,2.927328,c2
-0.222884,3.179341,2.360501,-1.964433,1.962975,0.419947,2.11504,1.179113,-1.761334,0.933145,1.206435,2.912778,0.126343,-0.591355,-0.376575,9.031084,c2
0.189896,2.126916,-4.258111,1.715024,0.749958,0.577476,1.534095,-1.453004,4.035704,1.895521,0.805975,0.904251,0.278881,0.23615,-1.16169,0.809929,c3
-0.046644,2.12582,-1.863835,-1.618707,1.363302,1.333145,1.732877,1.072364,-2.506221,0.789668,1.465074,2.830475,-1.413423,-0.657988,-1.24484,-558.34125,c2
0.452346,1.588652,1.757608,-1.948367,1.032475,0.604463,0.344594,0.498529,2.765083,0.664961,1.070509,1.332504,-5.209512,-0.927145,-0.893739,-1.92773,c2
-0.374856,4.679639,1.461994,2.07295,-0.824874,0.493143,1.586815,0.358372,1.086926,0.560895,0.674812,1.337482,-3.97696,-1.355816,-1.239651,1.071866,c2
-0.550761,3.04635,1.430879,-1.359655,2.500474,0.470173,2.065145,0.589635,0.768038,0.339267,0.933665,2.140064,-4.771692,1.505575,1.975501,-1.085098,c2
0.178159,2.534274,1.168756,4.028691,2.586738,-0.052213,-1.945127,-1.122944,6.967198,1.999629,0.483925,1.211803,-0.412286,-0.467269,-2.628972,-1.124663,c3
0.907341,1.20553,-1.727757,5.281895,0.936128,0.484494,-0.781871,-0.51348,1.454109,1.882954,0.747275,2.717098,-3.670519,0.399374,-1.907215,-1.388154,c3
1.004938,2.517531,0.205035,1.15856,0.26223,0.117345,17.145498,-0.882734,3.591332,1.894472,0.632794,2.659535,-2.388548,-0.965724,-1.897805,1.038824,c3
-1.632763,1.523532,0.65596,0.628215,1.318638,0.039442,2.491783,0.863339,3.056796,-0.001495,0.266285,0.712701,-6.520705,0.019948,-1.095259,1.591428,c2
0.404066,1.051593,3.71571,-8.770428,-0.198811,0.94648,4.660804,1.291184,3.64179,0.872645,0.601708,-0.236944,-5.36551,0.42083,0.346472,3.46243,c4
-0.079077,2.808495,3.589961,1.575106,-0.324007,0.783689,-2.086186,-0.004008,8.049921,1.812207,0.283063,2.171573,0.523585,0.124588,-1.692363,0.035679,c3
0.460503,0.429125,4.579013,-2.422565,0.481047,0.864151,51.61043,0.014444,1.246736,0.757601,0.711535,1.528019,-2.830584,0.595889,-0.572267,2.595,c1
-0.563261,4.526867,0.492654,-2.713763,1.367662,0.328129,-0.264828,1.450789,-0.714391,-0.04925,0.998696,2.10699,-3.150896,0.84355,-1.730544,39.783683,c2
0.258045,2.184695,-0.337183,5.253364,2.955708,0.371977,1.256428,0.497013,4.718623,1.69984,1.194552,1.113211,1.049427,-1.750701,-1.574519,1.768312,c3
0.821547,3.683883,-1.750118,1.015355,2.920768,0.902642,2.045702,0.716577,1.508068,0.023344,0.516992,1.657206,-4.446578,-0.311164,0.251584,1.135641,c2
0.016966,3.075134,-3.150295,2.905665,1.36584,-0.342763,-1.263015,-0.186451,4.093416,1.458362,0.708743,2.436356,-2.091504,-0.475251,-2.282842,0.067732,c3
-0.28408,3.040707,-0.713149,0.538716,1.696459,0.288639,3.131837,0.792224,-0.764755,-0.152531,0.373166,2.064295,-1.521697,1.416916,-2.149325,-3.429272,c2
0.692274,0.118467,1.252802,-6.352858,-1.144052,0.886408,-1.817613,1.439417,7.722425,1.027817,1.38128,-1.622027,-4.976189,2.163281,6.237392,-0.471076,c4
-0.238593,1.718581,2.032852,1.772258,-0.737551,0.197138,-0.728872,-0.589518,0.400966,1.350094,1.401633,-1.845331,6.17398,-0.346941,-2.283242,1.769634,c3
0.733333,1.347582,0.826397,-1.616372,2.981491,0.716412,0.219029,1.548509,1.040129,-0.235222,0.998357,2.231579,-2.481436,-0.606289,-1.830538,0.745279,c2
1.356498,0.015703,1.768256,-2.61239,-0.247329,0.533444,-3.140332,1.424308,5.067236,1.662332,0.728026,-0.873914,-3.852932,-0.423641,-0.920566,0.691085,c4
-0.00692,2.612259,1.087261,-0.248708,0.603123,0.218933,1.640523,0.992644,-0.674169,-0.254568,0.751124,3.338164,0.874368,-2.155871,-0.18298,-1.116946,c2
-0.14212,0.283309,-0.331981,4.19672,0.760664,-0.008708,4.857854,-0.228008,0.864525,1.181181,1.297599,0.259049,2.567067,-2.385474,-3.114154,0.824432,c3
0.87677,0.717054,-1.179499,-6.920492,-2.069136,0.585864,-3.465181,1.063572,6.472085,1.6563,0.834193,-0.068464,-2.816715,0.235659,-1.864035,2.144925,c4
1.378738,0.977156,-2.411927,-14.944337,-0.034507,0.590504,-4.008543,1.200702,4.478986,1.530937,0.552306,-1.36209,-3.027646,-1.266184,6.622387,3.509618,c4
1.186243,2.241753,1.362578,-12.529086,0.155995,0.515274,14.202053,2.166766,4.052798,1.883624,0.72849,-2.175228,-5.934543,1.187843,-0.905382,1.588524,c4
0.827103,-1.209146,-0.690146,-6.138695,0.692717,0.980233,2.40891,1.64422,-0.000658,1.980125,0.643756,0.310201,-2.105301,-0.374872,-1.583083,3.438202,c4
0.960632,0.876928,-0.798305,3.183492,2.810638,0.460784,-1.720536,-0.955463,2.682079,0.992263,1.451108,1.482937,0.175904,-0.908092,-1.333874,0.801062,c3
-0.705369,0.940702,-7.243817,-2.074595,0.630488,0.819992,-13.546863,-0.409516,0.773113,0.779939,0.679989,1.012933,-3.211028,2.331597,4.91613,1.705345,c1
0.41798,2.579808,1.466764,4.538257,1.089911,0.04235,3.984725,-0.059967,-0.867149,0.720233,0.685081,1.219131,0.03761,0.309466,-2.327539,3.512497,c3
0.85472,2.626783,-2.39068,2.712062,0.737178,-0.20372,-0.161056,-0.567953,-1.045132,0.580701,0.81079,1.817295,0.637041,-1.73716,-2.820642,0.718617,c3
-0.178551,1.957298,-2.991992,3.985474,1.345418,0.349163,-0.112658,-0.200456,-2.585212,0.375252,1.215639,-0.025177,3.13847,-1.712231,-0.534877,-0.186492,c3
0.008888,0.143562,13.202831,-3.386569,0.323088,0.955246,-19.580592,0.457106,-0.174844,0.567449,0.372557,0.174197,-2.253195,2.234792,0.013898,0.919047,c1
0.402889,0.60322,-1.953572,-4.327989,0.540817,0.75241,109.50836,0.409844,-0.691185,0.144889,0.900357,-1.97916,0.741496,2.101172,4.682122,0.896244,c1
-0.446838,3.228701,-2.371702,1.763317,0.499581,-0.069969,3.746915,-1.626053,2.96237,0.22729,0.497057,0.452569,2.156902,-0.084023,-0.392479,1.320617,c3
0.166403,0.272336,0.844448,-3.733603,0.885951,0.780352,-17.613013,0.386043,1.587869,0.045807,0.935443,-0.376109,-2.685632,1.253643,0.158649,0.14896,c1
-0.591033,0.213078,3.895636,-1.797262,0.741205,0.724251,-18.6627,-0.157323,1.504746,-0.19245,0.942034,1.504329,-3.17399,1.680762,-0.078927,0.279206,c1
0.706106,0.597225,3.270877,-9.194747,0.175453,0.568222,0.191499,1.219192,-5.551816,1.649408,0.924401,-1.81673,-5.62223,-0.608077,-2.70837,2.67265,c4
-0.819838,-1.496659,0.737068,-2.660256,0.450855,0.599494,-7.595742,-0.316028,-0.638777,-0.377452,0.666909,0.410104,-1.691234,1.318613,-1.105028,2.902944,c1
0.298773,-0.004451,0.497631,-3.400202,0.506103,0.73525,-15.075423,-0.265416,-1.005964,-0.220777,1.414899,-0.178676,-0.729603,1.032897,0.963846,-0.541291,c1
0.032591,2.156116,-1.936362,0.587195,2.486184,1.289711,1.222004,0.932453,1.863323,-0.159547,1.268355,-0.180298,-10.074243,-1.996095,0.077997,-0.034281,c2
1.187228,1.953377,-3.30803,-0.988797,0.554507,0.597235,-5.102983,0.918566,2.531041,1.517471,1.104815,-0.805146,-5.018108,0.787663,-2.511487,4.025677,c4
-0.76731,0.714253,-1.871053,-2.880909,0.568759,0.640029,-17.921509,0.425387,-0.299688,-0.589774,0.855268,-0.41322,-2.454925,1.935946,-0.263276,-1.961892,c1
0.420867,-0.961642,-1.302256,-2.12892,0.672664,0.870687,-17.113169,-0.009121,0.510168,-0.040294,1.173632,0.635922,-0.180084,1.225735,3.449776,0.274137,c1
-0.402367,0.875801,-1.331374,3.496749,1.912705,-0.35565,-1.830828,-0.640049,5.088001,0.088553,0.440221,1.535598,-1.215335,-2.616252,-2.990406,2.038694,c3
-0.491657,3.741435,0.743413,1.795014,0.006052,0.618223,2.033378,0.06619,0.641104,-0.080293,0.408703,2.745071,-1.786906,-0.614062,-0.471624,-8.418682,c2
0.894117,-0.610527,0.283614,-2.547159,0.89562,0.652684,-4.257412,-0.29174,0.085185,-0.125389,0.822071,-0.757461,1.721963,2.27123,-0.454689,0.174779,c1
1.485039,2.899034,-0.04458,-0.651154,-1.156989,0.552588,51.017536,0.536161,5.958319,1.536324,0.275698,-2.986576,-6.388275,1.788758,-0.703566,4.355212,c4
-0.307476,2.539679,0.276354,0.365595,1.530936,1.167777,0.223056,0.038454,-1.214448,0.105839,0.894282,1.681825,-3.984812,-2.760626,-0.927151,0.304356,c2
0.90091,1.657394,5.173592,0.868577,-1.057101,0.972589,23.653159,1.039407,-0.847223,1.451489,1.225894,-1.091606,-4.036214,0.408523,6.929292,2.939024,c4
1.007905,0.381469,-7.542443,-4.022539,0.888168,0.696808,-18.979457,0.156164,1.168345,-0.160738,0.756042,-0.007536,0.499688,1.929834,5.826603,2.618771,c1
0.071254,0.487549,-0.585362,-23.622924,1.380959,0.84465,17.591429,0.85654,4.232437,1.105802,0.366385,-0.995662,-3.938887,-1.116355,-1.247239,2.166651,c4
0.860318,-0.476221,4.194983,-2.141845,0.9409,0.980945,4.696316,0.294363,1.152438,-0.370234,0.742826,-0.545568,1.173538,1.879783,6.852106,0.424552,c1
-1.603054,1.398661,-0.656776,-0.844104,0.309959,0.37874,2.039328,0.59695,0.207929,0.40228,1.162132,2.088558,-2.762305,-1.547648,1.856542,0.074349,c2
0.744737,-0.385424,2.579431,-2.18085,0.708993,0.508546,24.904226,0.047223,-0.832312,-0.446046,0.599956,-0.068056,-2.029459,1.64249,0.292408,0.139345,c1
0.100165,2.97799,-4.228269,2.316962,0.62733,-0.193957,-1.145758,-0.345439,1.095924,0.064078,0.577598,2.141522,-2.221653,-1.429355,0.121235,-1.199667,c3
0.712332,2.504323,-0.538677,-4.002637,0.694982,0.819918,17.746066,0.300082,0.014227,-0.146118,0.862865,-1.771318,1.238069,2.123876,0.364117,2.110439,c1
0.559744,4.061702,-0.634891,0.825944,1.095112,0.925968,1.490081,0.745997,2.057344,0.422043,0.508109,0.312091,-8.187845,-0.087371,-1.034904,-0.387126,c2
-0.711207,1.340169,-0.873444,0.171205,2.71022,1.325361,0.797768,0.583162,0.111075,0.755894,0.910013,4.203736,3.393691,-2.477767,-0.65466,-0.169696,c2
-0.455812,3.338833,-0.332355,-0.341019,-2.273108,0.582269,-2.003276,-0.655094,0.654289,-0.036584,0.168118,1.487258,0.836282,-0.218848,-0.10174,-0.458087,c3
0.584361,3.02732,-0.531233,-0.675835,1.822118,0.653568,3.21199,-0.289207,3.11801,0.760478,0.511683,2.31197,-2.437733,-0.797079,-2.451562,0.495575,c2
0.8735,0.594376,1.184012,4.207232,0.101898,0.799521,16.785678,-0.175752,-2.634551,1.057186,1.390507,-0.776846,-2.830074,2.054971,-1.797737,1.001567,c4
-0.729836,3.236379,-1.495565,0.08942,2.2247,1.040318,2.938055,-0.64394,-0.23123,1.063132,0.989964,2.319112,-2.041644,-0.908416,-0.864788,-0.19267,c2
0.451652,0.484479,-0.960441,-3.713305,0.362099,0.922502,-3.936677,1.195524,0.613374,0.913689,0.40763,-1.583899,-5.657364,-1.216801,-2.610216,6.072606,c4
1.131663,1.631841,-0.613798,-1.489376,0.338857,0.990032,8.649455,1.428914,7.441594,0.712516,1.103475,-0.125567,-2.201609,-0.585932,-0.600432,2.014831,c4
0.45642,-0.223607,0.455271,7.291754,-0.787253,0.689189,14.878362,1.945047,4.806855,0.293372,1.000014,-1.671197,-4.252014,1.980161,5.957165,2.817639,c4
0.672716,-1.743808,-2.176212,-4.439551,0.581912,0.626,-9.105689,0.300955,0.363983,0.056909,0.75532,0.64672,-0.910595,2.272912,-0.234707,1.393661,c1
0.361114,1.567762,0.309032,0.452726,0.631596,0.724536,16.14807,1.753674,6.735407,0.172104,0.358722,-1.683991,-2.892374,-1.089042,-0.262358,2.029327,c4
-1.406504,-0.196293,-3.079895,-3.255964,0.337703,0.817522,185.039094,1.142411,-0.67863,-0.036084,0.595305,1.84128,-4.404226,2.436343,-1.355529,0.944437,c1
0.077139,0.993764,1.987163,1.586798,-0.396669,-0.328489,4.636014,-0.678606,1.148318,-0.069841,-0.54962,-1.71233,7.673795,0.180884,0.190936,-0.567273,c3
0.787338,1.929816,-0.193815,-0.208907,-0.526694,0.715682,-1.521753,1.840193,6.524954,0.184136,1.514069,-1.929453,-4.729266,-0.421359,-0.932464,-1.16128,c4
0.328386,2.191981,2.188853,0.938433,0.313978,0.676163,-2.512563,-0.581306,-2.322531,-0.007091,0.259262,-0.358995,1.618891,-0.803161,-1.067811,1.430198,c3
0.348252,0.429141,0.547692,3.676154,0.819426,0.315628,-0.883192,-0.054396,1.815832,-0.000689,0.758063,0.215727,4.796814,-1.744955,-0.815615,0.787923,c3
0.252344,-0.103657,-1.4153,0.335186,0.223061,0.865975,-3.071982,0.788567,6.048644,-0.073134,1.082702,-1.096441,-4.965643,1.927638,-2.367523,2.862179,c4
0.333729,1.492603,0.611564,4.951259,0.629188,0.643027,-2.038705,1.131292,-1.045702,-0.032877,0.504322,-1.788122,-4.31307,-1.026983,-1.38706,1.603457,c4
0.044132,1.991968,-1.994606,1.236981,0.812954,0.885744,-3.438518,1.624476,1.820991,-0.067519,-0.004416,-1.944391,-5.422492,0.191175,0.071675,4.710658,c4
0.787671,-1.995116,-3.366571,8.301544,0.247678,0.642748,-2.917528,2.141473,1.223424,0.007479,0.623848,-1.066447,-4.06036,1.517669,-0.035586,2.938243,c4
-1.107304,3.491671,0.423766,0.591461,1.564307,0.2282,1.597568,-0.159698,-2.117758,1.209281,0.640419,-0.419349,-9.563558,-1.793373,-1.073867,-1.43225,c2
1.579797,1.661894,-1.641304,5.73914,-0.572274,0.677896,-3.270227,0.81053,4.438473,-0.363997,0.902061,0.18702,-2.531275,-0.601367,-1.113106,3.469215,c4
-1.311151,-0.564425,-1.13113,-3.158498,0.657714,0.943119,-16.022219,0.078476,-0.158572,0.345073,1.16517,0.268084,-0.234892,1.376493,1.611431,0.080648,c1
0.535278,2.602754,1.978569,-0.818967,1.750782,1.350434,1.036284,0.624051,1.070605,1.541987,0.664352,1.445901,-6.024127,-2.544734,-2.261147,2.799884,c2
1.490776,1.655112,0.595598,2.857286,2.318502,0.54662,-4.083812,0.482412,-0.361651,0.010722,0.745666,-1.714964,-5.169642,-0.713325,-0.405777,1.956468,c4
1.704094,0.348589,0.430453,-10.513916,2.147384,0.985915,-1.872661,0.554378,-4.573414,0.052652,0.574031,-2.416731,-6.117108,1.581149,3.582736,2.026411,c4
-0.629506,4.002449,1.478325,1.806022,1.488465,0.7437,2.165816,1.366193,2.09547,1.643003,0.802051,2.597039,-1.999279,0.029914,-1.743669,-2.408264,c2
1.624405,2.021178,-0.054602,-6.577886,0.032048,0.756539,-3.474159,0.592329,8.477892,-0.357982,0.864472,-3.716269,-6.172148,-0.889797,-0.46948,5.881253,c4
0.165415,1.849719,1.031194,4.372181,1.976524,0.408915,1.79841,-0.842133,1.984523,0.143138,0.3509,1.007913,1.989298,-0.350477,-1.426159,0.358708,c3
0.438529,1.776953,-0.572723,3.917891,-0.332752,0.323345,1.42807,-1.311678,4.839159,0.219033,0.346004,1.368446,0.521767,-2.154369,-0.856536,1.231645,c3
-0.475777,-0.873762,0.585516,-2.623476,0.292229,0.910799,33.136838,0.807378,-0.148764,0.66408,0.533269,1.673535,-4.579253,0.836813,-1.730478,2.967806,c1
-0.417981,1.244995,1.810529,2.671934,-0.431598,0.35733,-1.160761,-0.300984,-2.151846,0.346992,0.237772,2.223737,-2.17305,-2.911171,-1.054133,1.167889,c3
-0.048596,2.045751,0.369488,3.192752,1.717146,-0.47437,0.838474,-0.626789,0.30476,0.540403,0.506523,1.441772,-0.261263,0.791054,-2.102045,2.820739,c3
-0.161218,3.902345,-0.277497,0.294536,1.640478,1.008566,-1.663475,0.840107,3.158555,1.727196,0.568003,1.647266,-3.543899,-3.469431,-1.409684,1.925596,c2
0.278499,1.398416,2.770191,3.227967,-0.407642,0.998242,-2.423254,-0.632657,3.732541,0.755846,1.298316,1.474828,0.815544,0.194679,-0.479213,0.329466,c3
0.161247,4.320191,0.874866,-0.331379,1.45531,0.323194,0.553745,0.045898,-2.103,1.891468,0.397631,1.132348,-5.441371,-0.375651,0.117147,-0.989279,c2
1.282316,2.277043,1.226635,4.481964,-0.509372,0.997913,26.486732,1.115943,-0.043965,-0.130966,0.927175,-2.457748,-3.456647,2.363131,-0.792326,3.473204,c4
1.079926,0.963455,-2.949284,-4.555331,1.529054,0.856342,10.344251,1.066135,1.131387,0.077295,0.867429,-2.038821,-5.952525,0.524133,-0.795109,8.744327,c4
-0.424811,3.023847,-1.175532,0.912777,2.289779,0.376712,4.42196,-0.082311,4.718937,1.959229,-0.213934,2.364233,-2.58375,-3.479644,-0.798312,-0.589908,c2
0.944918,2.209682,1.794087,3.108121,1.60049,-0.292802,1.79136,-0.961882,-0.177343,0.975219,0.942694,2.399325,-2.370121,-2.357625,-2.030432,0.573048,c3
1.166625,-1.222235,-7.834341,-1.958205,0.911878,0.573295,180.147937,1.319756,1.082701,1.052538,-0.211159,0.847091,-2.714888,1.292321,-2.895697,3.361907,c1
1.083174,-0.273742,-2.677736,10.394064,1.850124,0.971138,0.829299,1.775662,2.059968,0.517889,0.865355,-1.841243,-3.858666,1.077516,-0.621839,5.538403,c4
0.968723,0.789083,2.560845,-1.008457,0.882103,0.938545,88.258146,0.318236,-0.133801,1.249804,-0.765094,-0.297977,-1.545807,2.076988,1.775887,0.860558,c1
0.000639,1.011524,0.563934,5.059796,1.110291,0.652467,-4.190063,2.29065,5.91985,0.593723,0.558756,-2.349392,-5.339592,-0.682515,3.562626,3.429645,c4
1.027437,-0.22742,-1.350137,-5.158526,1.44613,0.844057,9.203681,1.427228,-0.756039,0.482558,1.080122,-0.787029,-3.352349,-0.646905,6.265819,2.895826,c4
0.065062,1.921554,-3.129655,-1.131228,-0.264642,0.628326,0.225337,-0.531467,-1.053837,1.165507,1.221744,0.613735,0.428136,-2.397997,-0.842444,-0.300703,c3
0.005671,2.952606,1.695212,0.464061,-0.740417,0.332991,1.571508,0.71969,-1.061154,1.753533,0.01761,2.070152,-2.429918,-0.649391,-1.627448,-14.029,c2
0.220906,2.571813,-4.438978,3.611023,-0.385296,0.612038,-0.815574,-0.200713,-0.146071,1.299728,0.941509,2.428684,-2.861708,-0.661686,-2.406053,0.795072,c3
0.569678,2.196021,0.133929,2.626135,0.743265,0.215249,-0.005786,0.034465,-3.03275,1.52169,0.748275,0.861138,3.047688,0.155927,1.228643,-1.550823,c3
0.482411,0.799005,-1.055564,1.854875,1.422993,-0.457423,-1.443791,0.548811,0.357578,1.647951,0.905236,1.346767,0.919495,0.356485,-1.269351,1.878535,c3
0.69626,2.530411,2.403112,2.781505,1.671992,0.441464,-0.202418,0.254871,-0.329058,1.815455,0.899682,1.08553,1.500413,-2.748602,-1.362395,0.783182,c3
-0.961669,-0.68208,-2.763206,-2.05757,0.359042,0.762508,35.579565,-0.327435,0.173755,1.24158,-0.488646,-0.319659,-1.072309,0.695102,-0.219186,2.338864,c1
1.059144,2.586523,-2.142118,2.003392,1.73513,0.689465,1.310971,0.139628,0.265126,1.881266,0.81769,-0.235534,1.88123,-0.059727,-1.067498,1.158994,c3
-0.296861,-1.296985,1.345576,-2.309157,0.191589,0.952496,-12.001339,-0.181437,-1.40865,1.371247,-0.458799,-0.953277,-0.275586,0.802649,0.10497,-0.458064,c1
1.464431,1.72776,5.362982,-2.575902,0.107044,0.598397,7.90037,0.754322,-2.617413,1.052717,1.273291,-3.030863,-4.601227,1.176527,-1.210606,3.515718,c4
0.77551,0.371934,-6.486367,-2.603808,0.462172,0.750726,1.682855,-0.139983,0.803241,1.60784,-0.55853,-0.399578,-0.173109,2.20049,0.398636,5.626511,c1
-0.840093,0.151421,-2.181168,-2.262778,0.761702,0.788364,60.859527,-0.332168,0.059029,1.516913,-0.799077,-1.237842,1.396748,1.428709,0.638235,3.929875,c1
0.242134,0.769299,2.620716,-8.457264,1.203073,0.954764,5.512978,2.103951,5.368758,1.380271,0.208191,-0.977059,-3.681912,1.340121,-0.689208,2.719651,c4
0.885729,1.150818,0.058049,2.742366,1.276804,0.317348,-1.298341,0.370865,-0.078415,1.890495,0.272785,-0.564449,4.039675,-2.185278,-0.940958,-0.754224,c3
-0.264524,3.204129,-1.957088,3.800042,2.233956,0.354301,-1.763252,-0.7294,-3.898996,1.95272,0.479377,1.244733,2.178764,-2.263825,-2.354169,-0.278375,c3
0.860663,1.468336,0.207697,2.535466,1.577333,0.405977,3.781173,-0.509605,1.34332,1.901675,0.690179,0.561521,2.155159,-0.316732,-0.318296,2.486659,c3
-0.294803,2.19077,1.051337,3.602165,0.590216,-0.368941,6.679669,-0.98965,-0.632237,1.903991,0.08418,1.011641,0.804715,-0.342415,1.449519,0.781901,c3
-1.028212,3.237378,0.51968,-1.122795,2.447646,0.345811,1.498916,-0.124945,0.664602,1.746264,0.672408,0.941567,-6.920403,-1.652137,-1.118467,17.493945,c2
0.671971,-0.308256,1.159996,8.213442,0.179957,0.761001,-4.04317,1.232542,11.557191,1.063497,1.568787,-2.133984,-4.581306,1.357771,-0.665733,3.942351,c4
0.291167,3.389388,-0.532641,2.205064,-0.609311,-0.241951,0.829365,-0.577715,1.502304,1.78254,0.36707,0.836656,2.119782,-0.650951,-2.163682,0.716486,c3
1.084146,3.028963,1.137895,3.211698,0.572282,0.323221,4.037091,-0.49654,5.350624,1.660297,0.838917,-0.234755,3.482196,-1.1068,-2.844191,-1.399049,c3
-0.355225,3.81919,-1.739146,3.372227,0.9109,0.068823,-3.928749,0.10331,2.188409,1.500819,0.812786,0.946895,0.971577,-1.803035,-0.953803,-0.590747,c3
-0.549065,1.65348,2.941277,-3.696165,0.456693,0.74531,-2.093792,0.041458,0.152037,1.858557,-0.507299,-0.287049,-1.718514,1.568101,-0.358296,-0.097922,c1
0.519808,1.097989,4.109624,14.965824,0.328846,0.826335,34.695666,1.356946,-1.553173,1.203057,0.85006,-2.239635,-5.748243,-0.799418,-0.491647,4.170617,c4
-0.229622,0.326356,0.48046,2.480376,1.154735,0.182278,0.679858,0.806484,3.40808,1.340635,1.040898,-0.538089,3.266131,-0.004212,-2.117558,0.378013,c3
1.779614,2.13128,2.160966,-5.473569,1.62453,0.620225,-0.868579,0.333717,-0.038753,1.537483,0.96999,-1.315083,-4.493622,1.289006,-1.225245,3.870116,c4
0.946922,-1.602159,1.593622,-2.23752,0.639807,0.56158,-18.944432,-0.187561,0.137141,1.694076,-0.355196,0.672989,-2.523632,1.268487,-0.652267,1.325264,c1
0.123673,0.087226,-5.678479,-1.984871,0.501447,0.823491,22.833325,0.786775,0.922436,1.286431,0.088313,1.37179,-1.16579,1.507814,0.918729,-1.039459,c1
0.658954,3.742349,-0.48828,4.598515,2.225012,0.478773,0.191686,-0.045199,2.80104,1.157519,1.566443,-0.30972,2.542676,-0.791778,-0.001038,1.201207,c3
0.281696,-0.084416,-1.88596,-2.739759,0.368731,0.941212,62.882317,-0.08047,1.904161,1.632399,-0.609049,0.232075,0.352367,1.557534,0.035869,-0.155487,c1
0.811665,2.353278,3.768949,-4.888341,1.857121,0.848026,0.142697,-0.057061,5.97397,1.782396,0.836494,-1.650753,-6.033062,0.875025,-1.42658,3.882809,c4
1.106592,0.527511,1.685179,-2.64368,0.003264,0.998177,8.418295,0.330116,-0.455981,1.598815,-0.288617,1.629196,-3.059705,1.243805,0.022618,0.527675,c1
1.479896,0.869019,0.633461,-4.061014,-0.817017,0.722964,-5.191084,0.237458,2.675067,1.612055,0.790013,-1.511271,-5.913408,-0.36928,-0.456876,4.930123,c4
-0.212381,5.80635,-0.388196,1.134951,0.454881,1.436726,2.786667,0.478524,1.914371,1.840133,0.392152,2.73103,-1.15868,-3.679397,-0.227194,0.220655,c2
1.503395,0.715736,-1.851037,8.509591,1.442648,0.535473,6.981811,0.08107,5.580449,1.856802,0.083503,-3.049029,-6.374772,2.640017,-0.929955,3.38779,c4
1.052666,2.40452,1.431223,-12.112492,1.56635,0.769892,1.383596,0.40225,-1.540941,1.774601,0.994234,-1.095531,-4.642863,-0.0652,-1.001351,3.13052,c4
0.440836,4.441153,0.440802,-1.244543,2.247553,0.665867,0.033282,0.568599,-0.025729,1.825964,0.304384,1.081976,-5.780358,0.366733,-1.279322,-2.860719,c2
-0.029168,0.362814,-0.325425,-2.135675,0.49753,0.717856,-8.810239,-0.530818,0.332494,1.481402,-0.691006,0.63456,-0.955804,1.34726,-2.050542,1.092534,c1
0.959792,2.337856,-1.162079,2.82485,0.669813,-0.101654,-1.726377,-0.155747,-1.268236,0.904228,1.048203,-0.273796,4.066211,-2.116587,-2.79033,0.259861,c3
0.417087,-0.909345,2.94854,-6.425643,1.161919,0.908883,-1.086163,-0.32835,2.113812,1.517898,0.897451,-1.524692,-5.088239,0.910758,-1.294399,4.493066,c4
0.114071,1.669433,1.905713,2.763896,-0.565246,0.638597,-0.400491,0.184978,6.51017,0.709084,0.753906,0.908399,2.737421,-0.68842,-1.777407,-0.60668,c3
0.245452,-0.962346,5.301066,-1.152889,-0.166769,0.604281,11.489183,0.236325,5.711149,1.30431,1.020977,-0.893718,-4.287396,-1.058207,-2.552679,3.242495,c4
0.238409,2.111432,-3.583329,3.352713,2.122007,0.628544,-0.244776,-0.498356,8.550632,1.198074,0.415245,-0.874521,-3.830353,0.377194,-0.987177,4.817605,c4
-0.671406,-1.850591,-4.978051,-3.07756,0.779107,0.945453,51.48277,-0.506621,1.134281,1.515852,-0.334147,1.405431,-0.739276,1.704439,0.647139,3.679012,c1
0.868086,2.06118,4.792721,3.287508,-0.18696,0.896115,3.594156,-0.150495,7.705544,0.558504,0.568618,1.363783,1.033353,-1.48379,-2.776623,1.759258,c3
0.261797,-0.171449,-2.058229,-4.440491,0.012256,0.587823,61.986708,-0.765002,-1.012675,1.215878,0.074543,-0.167112,-0.76506,1.023691,-0.917414,0.580046,c1
1.02456,-0.115727,2.204518,0.705529,1.46111,0.797128,-1.733905,-0.111978,4.047047,1.425106,1.2074,-0.543292,-3.652163,1.669913,-0.368424,3.042274,c4
-0.773826,1.337432,0.11858,-1.188059,2.377204,1.090993,1.870207,1.307436,-0.062518,1.675814,-0.088717,2.868685,0.558965,0.614874,-1.267607,1.778739,c2
1.13601,0.613877,-0.465956,-10.226902,0.129416,0.992887,17.590105,-0.04308,7.966852,1.06847,0.811152,1.035919,-2.511852,1.487017,-2.622565,3.615679,c4
1.527578,-0.628343,1.028719,-2.322908,0.385648,0.789926,90.088177,0.556175,-2.912165,0.925082,0.041552,0.149401,-0.892575,0.868591,0.858034,3.436887,c1
