@relation 'Synthetic_3_train-weka.filters.unsupervised.attribute.Remove-R3,9,12-13,16'

@attribute Dimension_1 numeric
@attribute Dimension_2 numeric
@attribute Dimension_4 numeric
@attribute Dimension_5 numeric
@attribute Dimension_6 numeric
@attribute Dimension_8 numeric
@attribute Dimension_10 numeric
@attribute Dimension_12 numeric
@attribute Dimension_13 numeric
@attribute Dimension_17 numeric
@attribute Dimension_18 numeric
@attribute class {c1,c2,c3,c4}

@data
0.044132,1.991968,1.236981,0.812954,0.885744,-3.438518,1.624476,-0.067519,-0.004416,0.191175,0.071675,c4
0.787671,-1.995116,8.301544,0.247678,0.642748,-2.917528,2.141473,0.007479,0.623848,1.517669,-0.035586,c4
-1.107304,3.491671,0.591461,1.564307,0.2282,1.597568,-0.159698,1.209281,0.640419,-1.793373,-1.073867,c2
1.579797,1.661894,5.73914,-0.572274,0.677896,-3.270227,0.81053,-0.363997,0.902061,-0.601367,-1.113106,c4
-1.311151,-0.564425,-3.158498,0.657714,0.943119,-16.022219,0.078476,0.345073,1.16517,1.376493,1.611431,c1
0.535278,2.602754,-0.818967,1.750782,1.350434,1.036284,0.624051,1.541987,0.664352,-2.544734,-2.261147,c2
1.490776,1.655112,2.857286,2.318502,0.54662,-4.083812,0.482412,0.010722,0.745666,-0.713325,-0.405777,c4
1.704094,0.348589,-10.513916,2.147384,0.985915,-1.872661,0.554378,0.052652,0.574031,1.581149,3.582736,c4
-0.629506,4.002449,1.806022,1.488465,0.7437,2.165816,1.366193,1.643003,0.802051,0.029914,-1.743669,c2
1.624405,2.021178,-6.577886,0.032048,0.756539,-3.474159,0.592329,-0.357982,0.864472,-0.889797,-0.46948,c4
0.165415,1.849719,4.372181,1.976524,0.408915,1.79841,-0.842133,0.143138,0.3509,-0.350477,-1.426159,c3
0.438529,1.776953,3.917891,-0.332752,0.323345,1.42807,-1.311678,0.219033,0.346004,-2.154369,-0.856536,c3
-0.475777,-0.873762,-2.623476,0.292229,0.910799,33.136838,0.807378,0.66408,0.533269,0.836813,-1.730478,c1
-0.417981,1.244995,2.671934,-0.431598,0.35733,-1.160761,-0.300984,0.346992,0.237772,-2.911171,-1.054133,c3
-0.048596,2.045751,3.192752,1.717146,-0.47437,0.838474,-0.626789,0.540403,0.506523,0.791054,-2.102045,c3
-0.161218,3.902345,0.294536,1.640478,1.008566,-1.663475,0.840107,1.727196,0.568003,-3.469431,-1.409684,c2
0.278499,1.398416,3.227967,-0.407642,0.998242,-2.423254,-0.632657,0.755846,1.298316,0.194679,-0.479213,c3
0.161247,4.320191,-0.331379,1.45531,0.323194,0.553745,0.045898,1.891468,0.397631,-0.375651,0.117147,c2
1.282316,2.277043,4.481964,-0.509372,0.997913,26.486732,1.115943,-0.130966,0.927175,2.363131,-0.792326,c4
1.079926,0.963455,-4.555331,1.529054,0.856342,10.344251,1.066135,0.077295,0.867429,0.524133,-0.795109,c4
-0.424811,3.023847,0.912777,2.289779,0.376712,4.42196,-0.082311,1.959229,-0.213934,-3.479644,-0.798312,c2
0.944918,2.209682,3.108121,1.60049,-0.292802,1.79136,-0.961882,0.975219,0.942694,-2.357625,-2.030432,c3
1.166625,-1.222235,-1.958205,0.911878,0.573295,180.147937,1.319756,1.052538,-0.211159,1.292321,-2.895697,c1
1.083174,-0.273742,10.394064,1.850124,0.971138,0.829299,1.775662,0.517889,0.865355,1.077516,-0.621839,c4
0.968723,0.789083,-1.008457,0.882103,0.938545,88.258146,0.318236,1.249804,-0.765094,2.076988,1.775887,c1
0.000639,1.011524,5.059796,1.110291,0.652467,-4.190063,2.29065,0.593723,0.558756,-0.682515,3.562626,c4
1.027437,-0.22742,-5.158526,1.44613,0.844057,9.203681,1.427228,0.482558,1.080122,-0.646905,6.265819,c4
0.065062,1.921554,-1.131228,-0.264642,0.628326,0.225337,-0.531467,1.165507,1.221744,-2.397997,-0.842444,c3
0.005671,2.952606,0.464061,-0.740417,0.332991,1.571508,0.71969,1.753533,0.01761,-0.649391,-1.627448,c2
0.220906,2.571813,3.611023,-0.385296,0.612038,-0.815574,-0.200713,1.299728,0.941509,-0.661686,-2.406053,c3
0.569678,2.196021,2.626135,0.743265,0.215249,-0.005786,0.034465,1.52169,0.748275,0.155927,1.228643,c3
0.482411,0.799005,1.854875,1.422993,-0.457423,-1.443791,0.548811,1.647951,0.905236,0.356485,-1.269351,c3
0.69626,2.530411,2.781505,1.671992,0.441464,-0.202418,0.254871,1.815455,0.899682,-2.748602,-1.362395,c3
-0.961669,-0.68208,-2.05757,0.359042,0.762508,35.579565,-0.327435,1.24158,-0.488646,0.695102,-0.219186,c1
1.059144,2.586523,2.003392,1.73513,0.689465,1.310971,0.139628,1.881266,0.81769,-0.059727,-1.067498,c3
-0.296861,-1.296985,-2.309157,0.191589,0.952496,-12.001339,-0.181437,1.371247,-0.458799,0.802649,0.10497,c1
1.464431,1.72776,-2.575902,0.107044,0.598397,7.90037,0.754322,1.052717,1.273291,1.176527,-1.210606,c4
0.77551,0.371934,-2.603808,0.462172,0.750726,1.682855,-0.139983,1.60784,-0.55853,2.20049,0.398636,c1
-0.840093,0.151421,-2.262778,0.761702,0.788364,60.859527,-0.332168,1.516913,-0.799077,1.428709,0.638235,c1
0.242134,0.769299,-8.457264,1.203073,0.954764,5.512978,2.103951,1.380271,0.208191,1.340121,-0.689208,c4
0.885729,1.150818,2.742366,1.276804,0.317348,-1.298341,0.370865,1.890495,0.272785,-2.185278,-0.940958,c3
-0.264524,3.204129,3.800042,2.233956,0.354301,-1.763252,-0.7294,1.95272,0.479377,-2.263825,-2.354169,c3
0.860663,1.468336,2.535466,1.577333,0.405977,3.781173,-0.509605,1.901675,0.690179,-0.316732,-0.318296,c3
-0.294803,2.19077,3.602165,0.590216,-0.368941,6.679669,-0.98965,1.903991,0.08418,-0.342415,1.449519,c3
-1.028212,3.237378,-1.122795,2.447646,0.345811,1.498916,-0.124945,1.746264,0.672408,-1.652137,-1.118467,c2
0.671971,-0.308256,8.213442,0.179957,0.761001,-4.04317,1.232542,1.063497,1.568787,1.357771,-0.665733,c4
0.291167,3.389388,2.205064,-0.609311,-0.241951,0.829365,-0.577715,1.78254,0.36707,-0.650951,-2.163682,c3
1.084146,3.028963,3.211698,0.572282,0.323221,4.037091,-0.49654,1.660297,0.838917,-1.1068,-2.844191,c3
-0.355225,3.81919,3.372227,0.9109,0.068823,-3.928749,0.10331,1.500819,0.812786,-1.803035,-0.953803,c3
-0.549065,1.65348,-3.696165,0.456693,0.74531,-2.093792,0.041458,1.858557,-0.507299,1.568101,-0.358296,c1
0.519808,1.097989,14.965824,0.328846,0.826335,34.695666,1.356946,1.203057,0.85006,-0.799418,-0.491647,c4
-0.229622,0.326356,2.480376,1.154735,0.182278,0.679858,0.806484,1.340635,1.040898,-0.004212,-2.117558,c3
1.779614,2.13128,-5.473569,1.62453,0.620225,-0.868579,0.333717,1.537483,0.96999,1.289006,-1.225245,c4
0.946922,-1.602159,-2.23752,0.639807,0.56158,-18.944432,-0.187561,1.694076,-0.355196,1.268487,-0.652267,c1
0.123673,0.087226,-1.984871,0.501447,0.823491,22.833325,0.786775,1.286431,0.088313,1.507814,0.918729,c1
0.658954,3.742349,4.598515,2.225012,0.478773,0.191686,-0.045199,1.157519,1.566443,-0.791778,-0.001038,c3
0.281696,-0.084416,-2.739759,0.368731,0.941212,62.882317,-0.08047,1.632399,-0.609049,1.557534,0.035869,c1
0.811665,2.353278,-4.888341,1.857121,0.848026,0.142697,-0.057061,1.782396,0.836494,0.875025,-1.42658,c4
1.106592,0.527511,-2.64368,0.003264,0.998177,8.418295,0.330116,1.598815,-0.288617,1.243805,0.022618,c1
1.479896,0.869019,-4.061014,-0.817017,0.722964,-5.191084,0.237458,1.612055,0.790013,-0.36928,-0.456876,c4
-0.212381,5.80635,1.134951,0.454881,1.436726,2.786667,0.478524,1.840133,0.392152,-3.679397,-0.227194,c2
1.503395,0.715736,8.509591,1.442648,0.535473,6.981811,0.08107,1.856802,0.083503,2.640017,-0.929955,c4
1.052666,2.40452,-12.112492,1.56635,0.769892,1.383596,0.40225,1.774601,0.994234,-0.0652,-1.001351,c4
0.440836,4.441153,-1.244543,2.247553,0.665867,0.033282,0.568599,1.825964,0.304384,0.366733,-1.279322,c2
-0.029168,0.362814,-2.135675,0.49753,0.717856,-8.810239,-0.530818,1.481402,-0.691006,1.34726,-2.050542,c1
0.959792,2.337856,2.82485,0.669813,-0.101654,-1.726377,-0.155747,0.904228,1.048203,-2.116587,-2.79033,c3
0.417087,-0.909345,-6.425643,1.161919,0.908883,-1.086163,-0.32835,1.517898,0.897451,0.910758,-1.294399,c4
0.114071,1.669433,2.763896,-0.565246,0.638597,-0.400491,0.184978,0.709084,0.753906,-0.68842,-1.777407,c3
0.245452,-0.962346,-1.152889,-0.166769,0.604281,11.489183,0.236325,1.30431,1.020977,-1.058207,-2.552679,c4
0.238409,2.111432,3.352713,2.122007,0.628544,-0.244776,-0.498356,1.198074,0.415245,0.377194,-0.987177,c4
-0.671406,-1.850591,-3.07756,0.779107,0.945453,51.48277,-0.506621,1.515852,-0.334147,1.704439,0.647139,c1
0.868086,2.06118,3.287508,-0.18696,0.896115,3.594156,-0.150495,0.558504,0.568618,-1.48379,-2.776623,c3
0.261797,-0.171449,-4.440491,0.012256,0.587823,61.986708,-0.765002,1.215878,0.074543,1.023691,-0.917414,c1
1.02456,-0.115727,0.705529,1.46111,0.797128,-1.733905,-0.111978,1.425106,1.2074,1.669913,-0.368424,c4
-0.773826,1.337432,-1.188059,2.377204,1.090993,1.870207,1.307436,1.675814,-0.088717,0.614874,-1.267607,c2
1.13601,0.613877,-10.226902,0.129416,0.992887,17.590105,-0.04308,1.06847,0.811152,1.487017,-2.622565,c4
1.527578,-0.628343,-2.322908,0.385648,0.789926,90.088177,0.556175,0.925082,0.041552,0.868591,0.858034,c1
0.197571,1.631853,2.358078,0.918819,0.811265,2.975723,0.299764,0.347035,0.551653,-1.678708,0.235157,c3
0.944034,0.00386,-4.020475,0.678985,0.633482,-16.332118,0.282179,0.756655,-0.041353,0.906829,-0.992161,c1
0.812821,1.712672,3.173676,-1.15827,0.174207,0.271968,0.301073,0.249007,0.912046,-0.519637,-0.150026,c3
0.73692,-0.412406,-3.031722,0.381239,0.856444,-14.311584,0.214416,0.56211,0.263366,0.980478,-0.785013,c1
0.492732,1.391053,-3.661277,0.751498,0.736843,-15.182942,0.180071,0.441827,0.362348,1.216894,1.389239,c1
0.997391,-0.749987,-4.023643,0.309731,0.750416,3.125112,-0.078544,0.303968,0.977263,1.730227,0.732616,c1
1.242429,0.123616,-4.00341,2.322878,0.679577,5.995003,0.350175,1.084849,1.380293,0.230387,-0.542454,c4
0.845919,0.951506,2.344941,-2.013689,0.746131,-1.335829,-0.266308,0.126281,0.433051,-2.047964,-0.196039,c3
0.319177,-1.018948,-4.207045,0.351724,0.978677,161.406659,0.494273,0.025139,0.576217,1.066417,-0.204492,c1
-0.327847,3.865844,0.000341,2.262242,0.946616,0.34414,0.27633,1.503854,0.566374,-1.471183,8.064385,c2
-0.640232,2.934569,-0.546172,1.79825,0.698503,0.521459,0.673008,1.093025,0.957445,-0.129901,-1.38343,c2
0.796232,2.111859,4.191834,0.270817,0.82818,1.747106,-0.615027,0.073106,0.349738,-0.007287,-4.354796,c3
0.388885,2.280243,0.76617,2.509524,0.70039,0.195435,1.234205,1.130944,1.029561,-2.683594,-1.500596,c2
0.413918,1.482244,3.432312,0.885281,0.575664,2.154925,-0.639296,-0.079554,0.237267,-1.087014,-3.944544,c3
0.079506,2.363862,1.816173,-0.101715,-0.45453,2.465829,-0.643623,-0.020739,-0.278047,-1.539248,-2.099262,c3
-0.094684,2.33581,3.881288,0.660548,-0.415,0.960813,-1.439764,-0.015479,0.001612,-2.037217,-2.051898,c3
0.733201,0.594306,-3.763067,0.334902,0.582427,6.610356,0.067762,-0.479049,1.259317,1.737417,0.986563,c1
0.328642,0.198368,-5.762926,0.549631,0.561466,-3.274258,0.482476,0.743121,0.446335,1.961521,9.93165,c4
0.797725,0.629113,-0.139876,1.380528,0.779485,-0.104636,0.019876,0.725625,0.756354,0.615631,0.846252,c2
-0.342328,3.082059,3.134048,1.798658,0.357734,-0.195314,-0.356433,0.029373,0.408099,0.506581,-2.604068,c3
1.202155,1.681276,1.165535,0.782119,0.56488,18.146397,0.757608,0.618866,0.974408,-0.779313,8.214406,c4
0.614401,1.189231,-1.705418,-1.415457,0.516553,2.853457,0.557018,0.22548,1.480133,-0.728967,1.920944,c4
0.748631,3.094544,2.846831,1.191211,0.134991,-1.974081,-0.005619,0.128044,0.220262,-0.695129,-2.491634,c3
0.457678,3.400137,-0.712791,2.443866,0.246922,0.049484,1.077365,0.517664,1.364159,-1.341207,1.409613,c2
0.115168,2.402738,0.476671,-1.525449,1.044956,1.036747,0.803158,0.573483,1.597741,-3.261931,-1.232874,c2
0.115448,-0.000678,2.102255,0.047819,0.781363,-1.93257,0.942341,-0.003189,0.544163,0.281947,-2.329757,c4
-0.29822,0.632801,3.237067,1.485172,0.115635,7.760612,-0.237837,0.218239,0.351215,0.543852,-2.216426,c3
0.049169,1.344568,6.13363,-0.570515,0.973059,-1.097538,0.590164,-0.107935,0.779714,-1.040587,-0.708793,c4
0.33847,3.59982,1.417756,2.606187,0.915507,2.471404,0.529493,0.281721,0.809107,-2.754714,-1.243667,c2
0.91754,1.02555,2.72998,0.309809,0.778716,-3.413361,-0.498857,0.399055,1.035368,-1.869124,-3.044264,c3
1.546097,0.769637,11.683789,-0.310073,0.767165,73.830315,2.314117,-0.218544,1.035946,-0.199988,-0.577789,c4
-1.330167,-0.566485,-2.582806,0.550285,0.923324,62.482337,0.554508,-0.351715,0.734751,2.449761,1.776593,c1
0.69776,-2.288463,-3.324977,1.31175,0.847117,5.094646,2.212366,-0.123644,0.831983,0.740654,-2.312295,c4
1.112086,1.601623,3.507948,-0.677946,0.132935,0.136356,-0.143175,0.51927,0.987314,-1.891497,-2.472724,c3
0.505352,-2.284144,-2.553327,0.990216,0.679848,-15.869267,0.426649,-0.041109,0.963078,1.59292,-0.378486,c1
-1.150893,-0.339325,-3.66292,0.174575,0.939686,1.901921,0.804255,-0.128205,1.114379,2.305833,1.397195,c1
0.671734,1.808066,-2.865643,0.48337,0.902978,103.047393,1.424057,-0.638638,0.943798,0.988606,-0.78314,c1
-1.486745,3.071042,0.667527,1.576215,0.690343,0.808548,-0.249561,0.256529,0.383995,-0.05485,-1.327455,c2
0.042913,1.360148,2.322389,0.211913,0.648616,-4.174389,1.505726,-0.406648,0.953061,0.003234,-1.619525,c4
-0.516383,1.953215,-0.407306,1.172138,0.410779,-0.282961,-0.077706,-0.119057,0.726506,-0.997939,0.589419,c2
-0.425157,1.771847,2.197117,0.971088,0.721617,1.800655,-0.35245,0.714948,1.445069,-0.990793,-2.256028,c3
0.344387,-0.997044,-3.415473,0.853335,0.509042,-18.69203,1.070764,0.008182,0.856364,1.760885,-1.444179,c1
0.47658,2.042633,-1.008828,1.195841,0.744163,3.737508,2.194457,-0.133012,0.777051,0.743801,-0.057025,c4
1.537278,-0.915083,-3.4371,0.88809,0.708447,4.607765,0.149365,-0.476467,1.119951,1.166532,0.959808,c1
0.045366,2.371228,5.85841,1.540874,0.262149,3.207258,-1.289187,0.997617,1.004872,-2.255242,-1.040899,c3
-0.143495,3.205576,-0.312681,0.897531,0.35501,2.560195,0.07226,-0.088472,0.696686,-0.388346,-1.353561,c2
0.303927,2.674468,1.253804,3.720708,0.193464,2.039772,0.510444,-0.207498,0.83918,0.155623,-2.318137,c2
1.62329,-0.395791,-2.729757,0.724578,0.712594,-10.357532,0.771682,-0.293194,0.68883,2.408787,-1.473604,c1
0.031524,0.31675,3.686265,0.510894,-0.046034,-0.776754,0.00404,1.171092,0.804275,-2.253789,-0.654786,c3
-0.606191,2.695014,0.14404,2.234797,1.374088,3.155447,0.987492,-0.162915,0.809775,-2.280185,-1.112294,c2
0.814654,1.331568,-4.809895,0.175476,0.705303,-16.538254,1.031079,0.288379,0.516793,1.738578,0.12575,c1
-1.018029,5.664365,-1.084882,-0.207766,1.338964,3.271334,0.807406,-0.256945,0.655421,-3.054472,-0.622845,c2
1.17875,1.818409,2.978296,2.708358,0.999219,16.907975,1.319179,-0.384051,1.138547,1.632431,-1.791839,c4
1.97656,-0.85954,-4.95764,0.076719,0.716246,-10.474189,0.475747,-0.075036,0.279493,0.879789,-0.122648,c1
0.768529,-1.155786,-3.293167,0.375338,0.66379,12.822977,0.876455,0.758356,0.448899,2.185507,-0.021317,c1
-0.008321,3.76023,2.156076,-0.05783,0.616657,1.377041,0.857833,-0.018693,0.871419,-1.874779,-1.210677,c2
-0.117523,0.802039,-3.423912,0.487609,0.764864,-15.555019,0.826408,0.597468,0.66431,0.435904,-0.436362,c1
1.185687,0.259522,4.605513,1.205303,0.118504,-0.033327,0.47675,1.283369,0.866142,0.345867,-2.047241,c3
1.69117,-1.765602,4.34085,-0.051249,0.771461,16.39345,0.80599,-0.322809,1.10554,2.573211,-1.38407,c4
0.108258,1.101363,3.148732,0.539714,0.157035,1.818981,0.010211,1.514045,0.433767,-0.152055,-0.035565,c3
-0.878269,0.359334,-3.214014,0.524331,0.666001,4.062477,0.328878,1.097106,0.365536,0.30243,-0.436552,c1
0.109737,2.84697,0.750468,3.341556,0.0508,0.897707,-0.18455,-0.011559,0.694926,0.483134,-1.695308,c2
0.472762,1.333556,-0.811749,-0.06231,0.783806,8.490524,1.91102,-0.25217,0.4322,0.315587,-1.316846,c4
0.672077,0.884192,10.038478,0.795532,0.76074,32.748349,1.481602,-0.162883,0.585729,0.01219,8.047412,c4
1.510827,1.367621,-6.43286,1.497497,0.815785,-0.07395,1.920908,0.392935,0.846318,-1.578292,-1.524578,c4
1.613375,-0.142773,4.137148,-0.742724,0.999689,9.315713,0.266427,0.599264,0.935776,1.411501,-1.212802,c4
0.666894,3.326872,2.757888,1.42982,-0.191279,0.221806,0.784113,1.643927,0.668498,-1.370154,-2.471501,c3
0.328804,1.837004,2.1708,0.763837,0.415458,-1.025153,0.163469,1.81135,0.067435,-2.07851,-0.225476,c3
-0.191155,2.273728,4.517232,0.235845,0.398917,0.102823,-0.181323,1.868838,0.523478,-0.511952,-2.543094,c3
0.726705,0.157459,0.174284,-0.073301,0.674105,-1.273182,0.323188,0.420528,0.696348,0.871439,-0.582339,c4
0.358236,4.003284,2.00004,3.350983,0.955483,1.518392,0.614691,0.006055,0.712212,-2.075002,-0.268882,c2
0.283647,2.468679,3.207663,2.276005,0.017541,-1.296607,0.400431,1.949721,0.172943,0.471195,-2.561121,c3
0.419466,3.407105,-3.048048,1.685186,0.582674,17.229288,1.219169,0.696551,0.790448,-1.044064,0.725057,c4
-0.461982,2.496938,3.265036,1.04602,-0.180602,0.982063,-0.067532,1.985456,0.718718,-1.373228,-1.54193,c3
-0.135868,-0.580398,-3.065451,0.702674,0.823145,-13.526351,-0.479586,0.896914,0.46504,1.354405,0.335141,c1
0.733363,2.074596,-0.504503,0.474482,0.861793,-0.45866,1.372788,0.428398,0.863801,-0.959398,-0.958326,c2
1.377895,2.27808,-1.148884,0.061606,0.75436,-5.334836,-0.292736,0.939756,0.309668,1.878276,1.339185,c1
0.280699,0.301859,-3.46252,0.790583,0.555567,-8.227828,-0.753301,1.459281,-0.291464,1.522128,5.424732,c1
0.050766,0.085635,-3.538177,0.801938,0.814588,-10.55994,-0.266609,1.451713,0.043939,2.109989,0.214664,c1
0.941805,2.211954,2.133674,-0.315971,0.798317,5.574863,-0.927652,1.894276,0.575781,-0.671139,-1.366363,c3
-0.090188,3.867384,0.27141,2.459393,0.81363,1.112365,0.98806,0.590854,0.614253,-0.140754,-0.430953,c2
-0.319225,-0.248656,-3.716897,0.708257,0.92995,44.714286,-0.252355,1.3523,-0.080467,1.539211,2.19075,c1
-0.736487,0.708882,-1.790755,0.813239,0.951263,63.185409,0.206201,1.297789,-0.423381,0.91996,0.001033,c1
1.357187,1.099449,11.973824,0.094808,0.516375,-1.85982,1.530266,1.097833,0.831402,0.906011,-0.771029,c4
1.129111,2.305474,3.720869,1.404567,0.130819,-1.356993,-0.546467,1.837331,0.377534,-1.918451,-1.571904,c3
1.433172,1.117948,7.147583,1.736333,0.580958,9.814986,0.398505,0.973916,0.388572,1.029372,3.227254,c4
-0.490075,1.803649,1.785927,2.257567,0.21509,3.02811,-0.11392,1.785717,0.200287,-0.254481,-0.843924,c3
-0.136033,3.119438,3.56185,0.101244,0.308479,0.572181,0.668943,1.613073,0.874019,-1.479285,-1.388376,c3
0.228662,0.321139,-2.408477,0.497527,0.844304,-3.135227,0.940133,1.068576,0.517964,0.757177,-0.434453,c4
0.494679,4.520538,-0.303781,1.92409,1.408859,0.890141,0.510963,0.509395,0.735424,0.913798,-0.125077,c2
-0.123015,4.358064,0.465582,1.981232,0.582573,-0.157322,0.666699,0.778555,1.448092,-2.312803,4.454259,c2
0.360299,0.197947,6.419216,1.022896,0.91098,-1.471472,0.704704,1.658295,0.795496,-0.434347,-2.486989,c4
-0.063619,-0.462681,-4.145964,0.134263,0.846576,-15.160529,0.621424,1.643916,-0.599372,1.83191,1.796318,c1
0.876267,0.604456,-2.903349,0.495362,0.982724,-19.788422,0.671157,1.301315,-0.430225,1.813445,0.172736,c1
0.145352,2.066284,0.091681,2.584052,1.290685,4.120771,1.671453,1.161044,1.215294,-2.573981,-0.102128,c2
-0.170768,0.144584,-2.90943,0.750769,0.913793,379.626342,0.36331,1.629786,0.080158,0.808961,-1.155068,c1
-0.40207,2.444877,0.125401,-1.078869,1.254735,1.035717,1.310028,1.181495,0.190569,0.07438,-0.894156,c2
-0.390029,3.114936,3.029052,1.16811,-0.327673,3.083981,-0.219073,1.497989,1.310973,-0.818905,-0.893067,c3
0.726037,2.371917,8.184529,-0.00831,0.900312,0.591626,1.62532,1.489241,0.604839,1.37891,4.766591,c4
0.03859,3.225774,4.396048,1.495229,-0.396463,-3.358135,-0.644408,1.351677,0.75658,-0.875239,-1.772425,c3
1.151621,2.888358,3.80563,0.863841,-0.491101,-0.513266,-0.915733,1.129907,0.670828,-1.957042,-1.911382,c3
0.944757,0.472517,2.074096,0.8398,0.770387,-1.234288,1.956167,1.49861,1.417273,1.515688,4.92886,c4
0.79163,1.322104,3.441403,1.310906,-0.295973,3.24875,-1.01322,0.904663,1.342809,-2.376747,-0.226805,c3
0.817633,-0.563414,-4.014203,0.136666,0.752398,-11.78777,-0.975429,1.540436,-0.530355,1.665262,-0.078741,c1
0.359925,2.058463,-0.384229,1.962295,0.500581,1.580347,1.019481,1.375402,0.974604,0.466555,1.131538,c2
0.413711,-0.408322,-3.792256,0.143684,0.863036,-10.615623,-0.611209,1.678022,-0.630224,0.441036,-0.538146,c1
1.592592,-1.084216,-3.841615,0.557974,0.708882,46.684125,0.283717,1.112702,0.209483,0.920714,-0.996218,c1
0.356595,0.474531,-10.157621,1.162843,0.636604,-0.519971,1.491543,1.645674,0.733382,0.302751,-0.687988,c4
-0.043065,2.304676,1.623709,0.179761,0.160738,1.577144,0.954655,1.577113,0.898521,-1.472252,1.015764,c2
-0.133657,2.570751,2.245924,-1.133539,-0.396847,4.772581,-0.532876,0.772278,1.073361,-0.402456,-1.935095,c3
-0.535613,2.469156,0.403187,3.07937,1.085079,3.23736,1.242627,1.787074,0.033734,-1.53713,-2.105161,c2
1.507858,0.959503,-1.523663,0.869568,0.658927,1.120691,1.84585,1.999133,0.282527,1.17445,-2.013035,c4
0.931468,0.010494,-2.687588,1.94893,0.927738,-2.161811,1.756236,1.954619,0.612843,-0.435284,-1.264462,c4
-1.146193,2.473788,-5.205693,0.403281,0.629154,-17.806812,-0.7312,1.13165,0.212618,0.404442,0.270425,c1
0.678452,2.90644,5.332158,1.842239,0.679047,-1.573991,1.057224,1.597277,0.752397,-0.684911,-1.552951,c4
0.5866,1.754899,3.727,0.626731,-0.189708,3.542293,-0.521738,0.56245,0.89127,-1.37409,-2.775247,c3
0.766309,1.793234,4.574387,1.657106,0.296668,3.669621,0.071336,0.349204,0.509416,-2.168951,-1.748541,c3
1.524926,0.733624,-3.802505,0.95702,0.821856,95.974033,-0.754121,0.512321,0.598925,0.837788,0.92463,c1
-0.375675,3.180049,-0.113686,0.780252,0.175042,2.559066,1.724272,1.693484,0.282133,-0.23457,-0.098305,c2
1.467112,0.505952,2.07228,1.477578,0.98481,3.269594,1.907677,1.439686,0.806235,1.276413,4.017882,c4
0.50278,3.616239,2.855699,1.708984,0.663082,-3.157858,0.390162,0.207274,0.980246,-0.817235,-1.950099,c3
0.505163,4.780393,-2.153719,2.432979,0.419018,2.217592,1.017516,1.813697,0.585763,0.228864,-0.937175,c2
-0.26765,-0.298803,1.59642,0.921514,0.723161,-1.646648,0.847857,0.079512,0.215761,-1.393345,-3.745207,c3
1.433428,0.040023,-4.892389,0.815734,0.549193,23.304663,1.554619,1.632034,0.45773,1.229508,9.594871,c4
0.044477,0.594151,-5.040205,-0.554252,0.509169,-0.759268,0.672223,1.301859,0.266515,-0.33052,-0.480111,c4
0.954146,0.810171,-7.294887,1.088965,0.771406,-2.411407,1.026291,1.11773,1.325363,1.060779,-0.475119,c4
-0.281179,3.698405,0.56819,-0.087563,0.461234,0.694842,1.162418,1.984811,-0.127057,-0.134858,-1.613561,c2
0.029856,0.259598,5.085212,-0.717188,0.656296,-2.573709,1.074378,1.120708,0.701243,-1.030367,-1.263908,c4
-0.220247,0.102544,3.325462,0.490497,0.221659,-2.955328,0.783311,0.054297,0.60388,-0.558195,-0.999212,c3
0.816231,0.81554,4.452513,1.148815,0.565745,-1.905904,1.595001,0.843037,0.81427,1.427041,-1.504797,c4
-0.42187,3.180346,-0.123328,1.869792,0.164384,0.411198,0.978428,1.750499,0.143839,-3.200926,3.928672,c2
0.836263,2.904221,1.555868,1.746101,0.530812,-1.23141,0.761896,1.874076,-0.222648,-1.744149,-1.189488,c2
1.70743,0.495314,-16.07098,-0.208479,0.942962,23.812883,1.529598,0.31821,0.747044,0.514657,-1.199611,c4
-0.890414,2.564456,0.884333,2.485331,1.037993,1.302318,0.554961,1.664449,0.308288,-3.13675,-0.987324,c2
0.588711,0.6255,3.214775,-0.871775,0.902233,9.837444,0.90308,0.518208,0.799886,-1.224311,-2.198778,c4
0.710673,4.268796,-2.302537,0.793089,0.79507,0.739134,0.652409,1.500338,0.39812,-2.19512,7.306197,c2
-0.043472,-0.673521,-3.952328,0.201082,0.694723,23.67543,0.097527,0.513699,0.919203,1.52233,1.080212,c1
0.531791,1.721041,7.060691,0.014019,0.643121,0.955181,-0.044354,0.145289,0.776415,-0.739784,1.123752,c4
0.001941,1.523429,2.09329,-0.917035,-0.164613,-0.70271,-1.032671,0.017525,-0.268268,-0.070135,-3.21213,c3
0.985372,0.895557,-11.659693,1.052111,0.941841,-0.199134,0.173275,0.28896,1.461091,-0.888612,-0.613446,c4
-0.103394,1.774012,1.850413,1.301162,0.515107,0.030684,0.446779,-0.07192,0.240268,0.358759,-1.896638,c3
0.116974,0.038925,10.290282,0.780133,0.539069,8.024185,0.32592,-0.01106,0.973505,-0.632037,-0.972282,c4
0.114035,1.620319,0.121535,2.843304,0.330795,-0.905842,0.402419,1.424598,0.515961,0.813866,0.896957,c2
-0.533694,-0.302796,-3.128314,0.507592,0.688988,-14.471802,0.179175,0.311114,1.121731,1.038103,-0.627557,c1
0.66797,-0.185735,-2.259532,0.378043,0.574917,9.081646,0.493452,0.011239,1.224485,0.589366,1.832195,c1
-0.482819,1.658284,1.369634,1.14363,1.169364,0.628796,0.387599,1.222743,0.758762,-1.860022,0.202717,c2
1.586374,0.4724,-2.351942,0.979722,0.672748,-19.548144,0.274749,0.226703,0.868207,1.666514,4.472128,c1
