region-centroid-col	region-centroid-row	vedge-mean	vegde-sd	hedge-mean	hedge-sd	intensity-mean	rawred-mean	rawblue-mean	rawgreen-mean	exred-mean	exblue-mean	exgreen-mean	value-mean	saturation-mean	hue-mean
207	58	0.777777	0.344266	0.888888	0.583728	110.37	976.667	128.111	105.333	-381.111	532.222	-151.111	128.111	0.237567	-235.727
230	180	111.111	0.518518	194.444	126.296	138.519	966.667	131.111	187.778	-125.556	-222.222	147.778	187.778	0.486883	248.792
54	91	144.444	154.074	0.833333	0.255556	325.926	0.555556	8	122.222	-811.111	142.222	-611.111	8	0.944811	-218.672
162	66	205.556	0.95258	922.222	707.316	425.926	41	477.778	39	-477.778	155.556	-107.778	477.778	0.184999	-183.808
191	101	111.111	0.779363	111.111	118.634	45.037	39	571.111	39	-181.111	362.222	-181.111	571.111	0.322733	-20.943
208	154	116.667	125.867	0.944444	0.685184	87.037	588.889	138.889	633.333	-844.444	155.556	-711.111	138.889	0.771517	-206.692
173	158	188.889	367.407	116.667	0.477778	837.037	711.111	117.778	622.222	-377.778	102.222	-644.444	117.778	0.472975	-190.465
137	92	738.889	73.799	0.777778	0.344265	996.296	711.111	155.556	722.222	-855.556	167.778	-822.222	155.556	0.608437	-20.967
150	113	0.5	0.255556	0.777778	0.207407	559.259	711.111	666.667	3	455.556	322.222	-777.778	711.111	0.579365	-0.942558
141	17	372.222	44.493	5	2.319	445.926	403.333	54	394.444	-127.778	282.222	-154.444	54	0.268186	-203.005
123	194	255.556	178.471	911.111	771.338	608.148	543.333	748.889	532.222	-194.444	422.222	-227.778	748.889	0.292382	-203.361
31	42	127.778	0.685184	0.944444	0.774073	127.037	117	141.778	122.333	-301.111	442.222	-141.111	141.778	0.174634	-231.442
43	141	0.444444	0.172133	0.166667	0.182574	0.777778	0	233.333	0	-233.333	466.667	-233.333	233.333	1	-20.944
240	192	238.889	0.64693	438.889	23.797	45.963	405.556	581.111	392.222	-162.222	364.444	-202.222	581.111	0.325608	-201.658
168	184	466.667	152.023	583.333	181.046	482.593	438.889	586.667	422.222	-131.111	312.222	-181.111	586.667	0.278195	-198.678
32	173	172.222	178.159	9	674.949	435.926	395.556	528.889	383.333	-121.111	278.889	-157.778	528.889	0.266914	-199.886
5	92	133.333	0.488889	216.667	127.778	187.037	187.778	237.778	135.556	0.222222	152.222	-154.444	237.778	0.42886	-15.483
77	78	222.222	234.074	2	586.667	245.926	24	312.222	185.556	-177.778	198.889	-181.111	312.222	0.401965	-161.045
36	207	272.222	317.921	644.444	280.211	568.148	504.444	701.111	498.889	-191.111	398.889	-207.778	701.111	0.290668	-206.272
205	194	161.111	120.031	538.889	304.351	412.963	371.111	504.444	363.333	-125.556	274.444	-148.889	504.444	0.28056	-203.757
92	89	2	126.491	122.222	0.958392	589.259	51	744.444	513.333	-237.778	465.556	-227.778	744.444	0.317871	-210.876
149	185	155.556	106.805	305.556	192.546	493.333	453.333	595.556	431.111	-12	306.667	-186.667	595.556	0.275889	-195.277
42	63	1.5	1.1	194.444	246.296	223.704	203.333	296.667	171.111	-611.111	218.889	-157.778	296.667	0.422651	-181.389
83	83	0.777779	0.785184	166.667	311.111	498.519	46	595.556	44	-115.556	291.111	-175.556	595.556	0.260605	-195.852
157	85	122.222	124.127	0.222222	0.172133	189.259	145.556	268.889	153.333	-131.111	238.889	-107.778	268.889	0.459024	-216.091
30	102	122.222	0.118518	133.333	0.8	202.593	203.333	25	154.444	0.222222	142.222	-144.444	25	0.381059	-15.551
174	113	2.5	101.111	1	0.933333	317.778	244.444	437.778	271.111	-22	36	-14	437.778	0.441507	-22.388
251	215	1.5	203.333	277.778	251.852	124.074	922.222	115.556	164.444	-955.556	-255.556	121.111	164.444	0.441049	243.782
145	185	277.778	22.575	222.222	195.126	562.593	498.889	698.889	49	-191.111	408.889	-217.778	698.889	0.302283	-205.106
210	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	73	138.889	0.72963	261.111	312.963	190.741	192.222	241.111	138.889	0.444444	151.111	-155.556	241.111	0.421504	-152.425
238	55	0.722224	0.490652	1	0.557774	113.667	101	132.222	107.778	-38	556.667	-176.667	132.222	0.235894	-23.197
7	114	116.667	0.788889	211.111	127.407	145.185	161.111	171.111	103.333	477.778	777.778	-125.556	174.444	0.408644	-117.935
35	67	266.667	113.529	383.333	194.079	106.074	921.111	125.556	100.556	-418.889	584.444	-165.556	125.556	0.26644	-235.734
183	182	283.333	209.497	355.556	256.183	58.963	528.889	733.333	506.667	-182.222	431.111	-248.889	733.333	0.308825	-199.205
201	161	255.556	0.518519	11.5	966.555	418.148	357.778	514.444	382.222	-181.111	288.889	-107.778	514.444	0.302983	-233.897
79	44	488.889	320.185	211.111	112.875	586.667	501.111	755.556	503.333	-256.667	506.667	-25	755.556	0.339917	-210.265
68	115	333.333	310.555	272.222	279.218	26.037	184.444	39	206.667	-227.778	388.889	-161.111	39	0.523538	-209.065
45	205	194.445	219.511	333.333	252.982	502.593	448.889	617.778	441.111	-161.111	345.556	-184.444	617.778	0.287573	-204.465
36	243	188.889	185.185	2	0.71111	133.333	988.889	121.111	18	-103.333	-366.667	14	18	0.452229	236.831
241	76	0.833332	0.211114	133.333	0.71111	900.741	745.556	116.556	791.111	-465.556	794.444	-328.889	116.556	0.360194	-220.802
137	105	107.222	165.074	312.222	650.43	428.519	357.778	526.667	401.111	-212.222	294.444	-822.222	526.667	0.37578	-238.024
182	39	5.5	573.779	0.611111	0.879815	951.852	733.333	143.333	688.889	-655.556	144.444	-788.889	143.333	0.576021	-203.623
6	54	0.611109	0.107408	0.944444	0.551855	116.778	109.111	132.444	108.778	-23	47	-24	132.444	0.181149	-207.915
60	116	0.722223	0.389682	0.777777	0.344266	234.074	193.333	314.444	194.444	-122.222	241.111	-118.889	314.444	0.392149	-210.498
10	223	1.5	106.979	355.556	294.895	15.037	137.778	128.889	184.444	-377.778	-644.444	102.222	184.444	0.330665	191.095
248	200	138.889	0.952579	177.778	116.746	461.111	413.333	565.556	404.444	-143.333	313.333	-17	565.556	0.286663	-203.802
150	158	216.667	163.333	138.889	0.418518	844.444	7	122.222	611.111	-433.333	113.333	-7	122.222	0.503086	-194.345
75	49	0.833336	0.388888	116.667	0.700002	127.407	117	143.111	122.111	-312.222	471.111	-158.889	143.111	0.182398	-229.784
160	187	261.111	193.697	511.111	353.815	494.815	446.667	608.889	428.889	-144.444	342.222	-197.778	608.889	0.297341	-199.063
83	143	127.778	110.387	122.222	0.544331	503.704	43	647.778	433.333	-221.111	432.222	-211.111	647.778	0.341229	-2.109
86	74	133.333	155.556	0.666667	0.133333	224.074	216.667	288.889	166.667	-222.222	194.444	-172.222	288.889	0.422206	-164.667
177	76	138.889	135.674	15	114.814	298.148	286.667	334.444	273.333	-344.444	108.889	-744.444	334.444	0.200662	-190.362
105	193	322.222	190.516	288.889	217.733	601.111	531.111	751.111	521.111	-21	45	-24	751.111	0.308465	-204.777
183	153	5	122.667	3	688.889	28	213.333	387.778	238.889	-20	323.333	-123.333	387.778	0.447745	-224.274
18	66	866.667	908.968	109.444	528.905	398.889	323.333	495.556	377.778	-226.667	29	-633.333	495.556	0.350169	-243.063
127	118	115.556	10.23	0.833334	0.691215	343.333	307.778	416.667	305.556	-106.667	22	-113.333	416.667	0.293949	-207.767
252	181	1	0.632456	205.556	203.761	162.963	135.556	138.889	214.444	-822.222	-722.222	154.444	214.444	0.385555	214.143
103	125	0.944445	0.827759	0.833333	0.691215	177.778	0.444444	388.889	1	-4	633.333	-233.333	388.889	0.923809	-223.756
12	154	322.222	305.185	233.333	3.2	197.037	148.889	285.556	156.667	-144.444	265.556	-121.111	285.556	0.479715	-214.253
248	53	0.722229	0.285188	0.833333	0.700008	134.778	128.222	145.778	130.333	-196.667	33	-133.333	145.778	0.121119	-221.749
173	113	0.5	0.3	133.333	106.667	133.111	124.667	145.667	129	-253.333	376.667	-123.333	145.667	0.144134	-230.955
68	107	111.111	314.074	111.111	256.296	177.778	0.222222	455.556	0.555556	-466.667	833.333	-366.667	455.556	0.981482	-214.653
211	139	0.333333	0.088889	0.277778	0.062963	522.222	322.222	955.556	288.889	-6	13	-7	955.556	0.696605	-204.457
9	92	138.889	241.852	2.5	0.877778	190.741	187.778	241.111	143.333	-0.888889	151.111	-142.222	241.111	0.401025	-157.059
5	101	233.333	231.111	177.778	0.607407	169.259	183.333	198.889	125.556	422.222	888.889	-131.111	202.222	0.376852	-121.111
88	91	105.556	0.827758	0.722221	0.772203	104.889	925.556	123.444	986.667	-37	556.667	-186.667	123.444	0.250204	-230.049
27	62	111.111	0.562964	166.667	133.334	125.333	115.778	139.444	120.778	-286.667	423.333	-136.667	139.444	0.169635	-231.423
14	120	0.333333	0.133333	0.444444	0.296296	159.259	0	388.889	0.888889	-477.778	688.889	-211.111	388.889	1	-231.572
254	73	666.667	786.554	944.444	12.33	347.037	205.556	573.333	262.222	-424.444	678.889	-254.444	573.333	0.651133	-225.556
83	96	0.5	0.459468	0.666666	0.516398	195.926	152.222	284.444	151.111	-131.111	265.556	-134.444	284.444	0.472764	-208.608
158	154	0.944444	108.355	0.222222	0.403687	0.62963	0.444444	122.222	0.222222	-0.555556	177.778	-122.222	122.222	0.277778	-186.115
238	73	227.778	140.502	1.5	0.781736	435.185	387.778	53	387.778	-142.222	284.444	-142.222	53	0.274334	-209.641
162	190	305.556	106.284	611.111	52.182	573.333	51	70	51	-19	38	-19	70	0.279561	-211.209
129	157	244.444	354.074	222.222	171.852	231.481	182.222	32	192.222	-147.778	265.556	-117.778	32	0.430239	-216.937
186	12	0.444444	0.272165	233.333	196.638	625.926	388.889	113.333	355.556	-711.111	152.222	-811.111	113.333	0.687302	-205.798
123	68	0.944444	0.574135	0.722224	0.574134	107.37	942.222	126.333	101.556	-394.444	568.889	-174.444	126.333	0.25416	-233.321
14	146	0.888889	0.474074	111.111	0.740741	105.926	8	156.667	811.111	-777.778	152.222	-744.444	156.667	0.487864	-210.891
84	62	0.722222	0.490653	0.944443	0.772202	61.037	534.444	762.222	534.444	-227.778	455.556	-227.778	762.222	0.303179	-209.374
228	143	0.5	0.344444	0.666667	0.311111	52.963	666.667	622.222	3	411.111	277.778	-688.889	677.778	0.556437	-0.914813
183	66	127.778	0.82776	255.556	189.346	421.111	415.556	458.889	388.889	-166.667	113.333	-966.667	458.889	0.152009	-168.385
29	66	255.556	216.296	216.667	514.445	226.296	212.222	298.889	167.778	-422.222	217.778	-175.556	298.889	0.438246	-173.354
80	77	138.889	106.284	0.666667	0.557774	591.111	511.111	74	522.222	-24	446.667	-206.667	74	0.31069	-214.305
51	111	162.222	164.434	0.444445	0.344265	341.111	303.333	422.222	297.778	-113.333	243.333	-13	422.222	0.290355	-200.574
42	244	111.111	14.707	111.111	125.904	128.148	955.556	116.667	172.222	-977.778	-344.444	132.222	172.222	0.446035	239.174
35	96	211.111	100.741	283.333	385.555	217.407	207.778	277.778	166.667	-288.889	181.111	-152.222	277.778	0.399499	-167.692
191	162	261.111	188.518	141.667	210.922	40.963	348.889	501.111	378.889	-182.222	274.444	-922.222	506.667	0.298124	-255.568
23	85	144.444	105.185	177.778	0.962963	17.963	188.889	218.889	131.111	277.778	117.778	-145.556	218.889	0.399751	-138.687
69	68	0.833332	0.862812	0.777777	0.583729	562.963	492.222	71	486.667	-212.222	441.111	-228.889	71	0.316026	-206.954
77	185	294.444	766.296	622.222	321.185	325.556	292.222	396.667	287.778	-10	213.333	-113.333	396.667	0.27036	-208.527
35	76	777.778	192.207	783.333	201.722	135.185	844.444	194.444	126.667	-152.222	177.778	-255.556	194.444	0.637421	-252.332
253	201	3	269.155	283.333	233.571	43.963	392.222	538.889	387.778	-142.222	297.778	-155.556	538.889	0.28083	-206.786
65	176	288.889	14.707	1.5	116.905	497.407	452.222	61	43	-135.556	337.778	-202.222	61	0.294787	-19.657
209	122	0.833333	0.077778	114.444	908.296	392.222	357.778	475.556	343.333	-103.333	25	-146.667	475.556	0.282411	-198.503
226	90	0.777778	0.620633	0.388889	0.250924	718.518	511.111	121.111	433.333	-622.222	147.778	-855.556	121.111	0.641018	-198.955
76	19	0.944444	0.443052	0.888888	0.58373	114.259	101	132.333	109.444	-397.778	542.222	-144.444	132.333	0.236733	-237.598
231	13	127.778	0.574135	1	105.409	118.667	106.556	135.778	113.667	-363.333	513.333	-15	135.778	0.215088	-23.519
142	112	105.556	0.490653	0.555555	0.344265	288.519	245.556	362.222	257.778	-128.889	221.111	-922.222	362.222	0.32175	-220.016
72	191	127.778	0.507408	311.111	460.741	151.852	121.111	148.889	185.556	-922.222	-0.888889	101.111	185.556	0.35037	254.533
160	41	0.833333	0.809664	0.222222	0.172133	0.703704	0.555556	122.222	0.333333	-0.444444	155.556	-111.111	122.222	0.537037	-184.512
20	70	11.5	8.768	794.444	69.167	185.926	136.667	238.889	182.222	-147.778	158.889	-111.111	238.889	0.476884	-258.911
2	96	383.333	132.778	233.333	751.111	522.222	211.111	977.778	377.778	-933.333	136.667	-433.333	977.778	0.824784	-233.069
231	160	261.111	824.074	131.667	139.856	408.889	341.111	517.778	367.778	-203.333	326.667	-123.333	517.778	0.339618	-233.584
83	54	0.777776	0.720081	0.666667	0.557772	109.963	975.556	127.444	104.889	-372.222	524.444	-152.222	127.444	0.234504	-235.118
86	193	327.778	165.216	222.222	180.944	614.074	536.667	765.556	54	-232.222	454.444	-222.222	765.556	0.299579	-210.937
140	73	172.222	0.82776	0.777777	10.037	462.963	456.667	511.111	421.111	-188.889	144.444	-125.556	511.111	0.176156	-168.159
42	57	138.889	0.975628	0.999999	0.365148	657.037	594.444	794.444	582.222	-187.778	412.222	-224.444	794.444	0.266776	-20.307
63	220	305.556	15.263	366.667	608.889	818.519	655.556	644.444	115.556	-488.889	-522.222	101.111	115.556	0.486717	209.315
198	148	166.667	0.843274	111.111	0.981307	177.778	111.111	322.222	1	-2	433.333	-233.333	322.222	0.612963	-204.515
94	140	0.166667	0.033333	0.333333	0.044444	303.704	177.778	611.111	122.222	-377.778	922.222	-544.444	611.111	0.797884	-198.577
16	128	0.5	0.077778	0.666667	0.311111	555.556	688.889	666.667	311.111	4	333.333	-733.333	711.111	0.561508	-0.985811
200	31	211.111	122.323	505.556	267.845	112.593	833.333	165.556	888.889	-877.778	158.889	-711.111	165.556	0.500944	-217.195
47	96	0.944445	0.574134	0.833333	0.752772	619.259	544.444	77	543.333	-224.444	452.222	-227.778	77	0.297221	-208.911
81	79	0.444445	0.074074	0.888889	0.651853	458.148	428.889	538.889	406.667	-877.778	242.222	-154.444	538.889	0.245206	-191.889
35	42	105.556	0.151851	138.889	0.507407	225.926	20	311.111	166.667	-777.778	255.556	-177.778	311.111	0.462752	-184.249
38	94	138.889	104.172	0.888888	0.779363	681.111	611.111	826.667	605.556	-21	436.667	-226.667	826.667	0.267258	-206.854
237	191	1	0.311111	1.5	101.111	733.333	533.333	544.444	112.222	-6	-566.667	116.667	112.222	0.53582	212.242
101	80	355.556	185.185	3	386.667	248.148	243.333	315.556	185.556	-144.444	202.222	-187.778	315.556	0.412094	-162.045
68	103	0.666667	0.577778	111.111	0.962963	214.815	0.111111	566.667	0.666667	-611.111	105.556	-444.444	566.667	0.987654	-218.547
189	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	72	122.222	10.037	144.444	116.746	59	513.333	744.444	512.222	-23	463.333	-233.333	744.444	0.314606	-209.022
26	137	0.055556	0.018519	0.111111	0.02963	0.259259	0	0.777778	0	-0.777778	155.556	-0.777778	0.777778	0.777778	-20.944
145	33	0.888889	0.272163	0.888888	0.620634	124.556	113.222	140.889	119.556	-34	49	-15	140.889	0.196297	-233.354
140	103	216.667	341.111	183.333	216.667	218.519	212.222	28	163.333	-188.889	184.444	-165.556	28	0.416239	-16.344
197	58	0.833335	0.62361	144.444	10.037	122.259	110.444	138.778	117.556	-354.444	495.556	-141.111	138.778	0.204147	-235.727
244	134	211.111	112.875	1	0.730296	447.037	371.111	582.222	387.778	-227.778	405.556	-177.778	582.222	0.361284	-217.535
67	194	372.222	149.691	644.444	396.466	588.148	517.778	725.556	521.111	-211.111	412.222	-201.111	725.556	0.286791	-211.294
114	242	272.222	245.327	466.667	192.065	240.741	192.222	224.444	305.556	-145.556	-488.889	194.444	305.556	0.371695	239.578
2	245	188.889	216.296	316.667	327.778	640.741	622.222	6	7	-0.555556	-122.222	177.778	722.222	0.191049	175.665
204	25	0.611111	0.329628	0.833333	0.477775	102.481	88	125.667	937.778	-434.444	695.556	-261.111	125.667	0.299583	-225.341
234	161	0.888889	0.501849	161.111	140.502	19.037	151.111	17	25	-117.778	-611.111	178.889	25	0.395599	229.274
192	162	238.889	21.963	149.444	219.574	404.444	344.444	494.444	374.444	-18	27	-9	503.333	0.307814	-257.363
242	183	1.5	0.936898	216.667	179.815	153.704	126.667	124.444	21	-811.111	-877.778	168.889	21	0.420244	207.587
189	184	166.667	0.843274	277.778	200.739	505.926	458.889	623.333	435.556	-141.111	352.222	-211.111	623.333	0.300945	-196.448
193	35	0.277779	0.285183	0.722221	0.285183	136.481	131.222	146.222	132	-157.778	292.222	-134.444	146.222	0.103336	-214.684
221	201	144.444	112.875	244.444	0.834444	191.481	146.667	176.667	251.111	-134.444	-444.444	178.889	251.111	0.416762	238.975
156	79	194.444	245.327	477.778	348.754	141.852	105.556	205.556	114.444	-108.889	191.111	-822.222	205.556	0.485044	-217.584
229	102	0.888889	0.720082	794.444	542.593	427.778	37	544.444	368.889	-173.333	35	-176.667	544.444	0.318271	-208.858
142	33	0.499999	0.623609	0.500001	0.349603	110.593	967.778	128.667	106.333	-414.444	542.222	-127.778	128.667	0.247776	-240.802
92	104	172.222	14.363	183.333	137.841	100.519	872.222	119.889	944.444	-398.889	581.111	-182.222	119.889	0.272403	-23.262
107	191	372.222	299.938	288.889	278.621	62.037	544.444	781.111	535.556	-227.778	482.222	-254.444	781.111	0.314683	-205.611
6	120	0.333333	0.088889	0.5	0.077778	114.815	0.222222	3	0.222222	-277.778	555.556	-277.778	3	1	-205.729
194	72	1	0.399998	116.667	114.444	934.444	792.222	117.111	84	-426.667	71	-283.333	117.111	0.323421	-222.578
80	87	243.889	572.996	447.222	1386.33	674.444	587.778	79	645.556	-26	346.667	-866.667	79	0.306281	-242.213
189	115	0.166667	0.033333	0.333333	0.133333	666.667	822.222	788.889	388.889	466.667	366.667	-833.333	844.444	0.53858	-0.965144
22	200	288.889	240.986	483.333	262.255	547.037	478.889	69	472.222	-204.444	428.889	-224.444	69	0.317362	-206.566
222	114	0.277778	0.062963	0.444444	0.074074	544.444	611.111	733.333	288.889	2	566.667	-766.667	733.333	0.603175	-131.453
200	245	1.5	0.922223	105.556	0.507408	161.111	118.889	15	214.444	-126.667	-333.333	16	214.444	0.44538	243.278
229	175	116.667	0.522223	566.667	261.333	33	29	41	29	-12	24	-12	41	0.286834	-209.121
78	99	161.111	801.852	305.556	147.741	414.815	111.111	9	233.333	-911.111	145.556	-544.444	9	0.9109	-225.567
112	197	422.222	299.382	494.444	312.279	503.333	446.667	622.222	441.111	-17	356.667	-186.667	622.222	0.296328	-207.122
118	111	122.222	104.704	0.555555	0.272165	622.593	564.444	753.333	55	-174.444	392.222	-217.778	753.333	0.269218	-201.413
125	56	266.667	364.444	272.222	157.407	286.296	261.111	376.667	221.111	-755.556	271.111	-195.556	376.667	0.41394	-181.991
228	123	0.166667	0.077778	0.444444	0.207407	0.703704	0	2	0.111111	-211.111	388.889	-177.778	2	1	-212.325
232	175	116.667	0.62361	283.333	216.795	153.704	124.444	135.556	201.111	-877.778	-544.444	142.222	201.111	0.387412	22.422
29	52	0.388889	0.018518	133.333	0.177779	125.778	115.556	140.222	121.556	-306.667	433.333	-126.667	140.222	0.175849	-234.849
47	209	172.222	128.956	138.889	0.928958	116.296	955.556	922.222	161.111	-622.222	-722.222	134.444	161.111	0.464325	206.095
58	58	0.555556	0.403686	0.888891	0.860663	123	112.556	137.444	119	-313.333	433.333	-12	137.444	0.180972	-236.538
92	68	105.556	0.151852	0.777779	0.651852	125.778	115.667	141	120.667	-303.333	456.667	-153.333	141	0.179629	-230.062
223	190	2	10.328	205.556	146.692	468.889	42	577.778	408.889	-146.667	326.667	-18	577.778	0.292226	-202.513
34	196	138.889	201.852	238.889	121.852	157.037	124.444	151.111	195.556	-977.778	-177.778	115.556	195.556	0.365232	251.177
63	13	0.611115	0.196294	116.667	101.111	132.259	122.778	145.444	128.556	-284.444	395.556	-111.111	145.444	0.155825	-236.043
237	191	1	0.311111	1.5	101.111	733.333	533.333	544.444	112.222	-6	-566.667	116.667	112.222	0.53582	212.242
167	190	305.556	0.854184	505.556	278.422	510.741	448.889	632.222	451.111	-185.556	364.444	-178.889	632.222	0.298958	-211.269
178	122	0.555555	0.118518	0.777778	0.118519	585.185	733.333	688.889	333.333	444.444	311.111	-755.556	744.444	0.549603	-0.942559
82	138	0.888889	0.518518	0.888889	0.385185	140.741	0	377.778	0.444444	-422.222	711.111	-288.889	377.778	1	-217.396
164	45	105.556	0.596299	1	0.222219	101.926	881.111	124.556	931.111	-414.444	678.889	-264.444	124.556	0.292503	-223.832
11	108	133.333	0.8	138.889	0.951852	176.667	19	211.111	128.889	4	103.333	-143.333	211.111	0.388756	-130.213
119	169	116.667	0.983192	1	0.918936	25.963	208.889	25	32	-152.222	-288.889	181.111	32	0.347783	247.906
121	82	0.555556	0.344266	0.611111	0.443054	106.519	928.889	125.889	100.778	-408.889	581.111	-172.222	125.889	0.262093	-234.487
231	198	1	0.133333	111.111	122.963	158.148	124.444	142.222	207.778	-101.111	-477.778	148.889	207.778	0.400903	232.489
20	134	0.666667	0.088889	0.611111	0.240741	296.296	111.111	644.444	133.333	-555.556	104.444	-488.889	644.444	0.829233	-213.309
88	211	138.889	0.879815	244.444	145.551	108.148	888.889	766.667	158.889	-577.778	-944.444	152.222	158.889	0.524328	194.083
202	193	111.111	0.750308	338.889	248.924	417.037	378.889	506.667	365.556	-114.444	268.889	-154.444	506.667	0.278387	-1.993
238	61	0.666667	0.471405	0.722222	0.490653	877.778	588.889	143.333	611.111	-866.667	166.667	-8	143.333	0.588823	-212.184
19	184	0.555555	0.344265	0.833333	0.62361	142.222	123.333	11	193.333	-566.667	-966.667	153.333	193.333	0.431152	193.789
185	84	0.611111	0.490653	0.499999	0.459468	232.593	186.667	313.333	197.778	-137.778	242.222	-104.444	313.333	0.404099	-218.486
135	104	0.944445	0.107409	2	0.711111	636.296	582.222	765.556	561.111	-162.222	387.778	-225.556	765.556	0.267219	-198.657
86	155	427.778	105.519	538.889	602.407	874.074	666.667	128.889	666.667	-622.222	124.444	-622.222	128.889	0.392385	-20.793
64	49	0.944447	0.240742	0.722225	0.41852	108.889	971.111	128.889	100.667	-353.333	60	-246.667	128.889	0.246491	-221.166
199	100	238.889	144.074	244.444	602.963	607.407	277.778	115.556	388.889	-988.889	164.444	-655.556	115.556	0.773815	-222.625
216	169	0.833333	0.388889	194.444	0.418518	165.926	127.778	156.667	213.333	-114.444	-277.778	142.222	213.333	0.400756	244.578
120	102	0.777778	0.162964	0.666667	0.177779	634.815	567.778	771.111	565.556	-201.111	408.889	-207.778	771.111	0.26938	-208.304
181	27	0.722221	0.462964	0.5	0.255555	138.074	132.556	146.556	135.111	-165.556	254.444	-888.889	146.556	0.096263	-226.453
196	95	172.222	112.382	133.333	126.491	762.963	677.778	107.778	533.333	-255.556	944.444	-688.889	107.778	0.512566	-174.926
142	111	111.111	0.45542	0.555555	0.344265	287.407	245.556	358.889	257.778	-125.556	214.444	-888.889	358.889	0.315484	-220.267
7	154	305.555	383.213	383.333	217.818	507.037	445.556	64	435.556	-184.444	398.889	-214.444	64	0.321345	-203.308
52	196	144.444	132.777	677.778	418.817	460.741	404.444	571.111	406.667	-168.889	331.111	-162.222	571.111	0.294045	-210.568
14	71	130.556	103.825	218.889	165.364	318.519	255.556	402.222	297.778	-188.889	251.111	-622.222	402.222	0.395671	-240.182
8	199	166.667	0.788811	138.889	0.712325	15	133.333	117.778	198.889	-5	-966.667	146.667	198.889	0.408885	19.053
121	60	227.778	232.963	288.889	287.407	267.407	246.667	352.222	203.333	-622.222	254.444	-192.222	352.222	0.4223	-177.611
122	11	1	0.311116	288.889	505.185	143.444	136.889	150.889	142.556	-196.667	223.333	-266.667	150.889	0.092773	-252.165
37	130	0.777778	0.962963	127.778	0.951852	162.963	111.111	3	0.777778	-155.556	411.111	-255.556	3	0.855556	-195.982
18	43	188.889	177.221	155.556	122.323	647.037	548.889	825.556	566.667	-294.444	535.556	-241.111	825.556	0.335115	-216.055
43	137	0.166667	0.077778	138.889	175.185	166.667	0.666667	377.778	0.555556	-3	633.333	-333.333	377.778	0.917989	-207.124
38	112	0.555556	0.385185	1	0.088889	622.222	7	811.111	355.556	233.333	566.667	-8	811.111	0.559171	-127.399
69	139	283.333	177.326	211.111	166.889	180.741	16	225.556	156.667	-622.222	134.444	-722.222	238.889	0.386612	-170.283
66	109	0.833332	0.809666	1	0.843276	102.481	894.444	122.222	957.778	-391.111	592.222	-201.111	122.222	0.268118	-229.755
181	15	0.833336	0.211111	144.444	122.963	140.296	133.889	149.556	137.444	-192.222	277.778	-855.556	149.556	0.104639	-233.056
84	86	0.833335	0.691214	116.667	0.691214	105.778	928.889	124.111	100.333	-386.667	55	-163.333	124.111	0.251552	-234.379
162	14	0.944445	0.53403	0.611113	0.712327	112.741	99	130.667	108.556	-412.222	537.778	-125.556	130.667	0.242294	-240.897
20	170	0.777778	0.785184	111.111	0.562962	195.556	151.111	188.889	246.667	-133.333	-2	153.333	246.667	0.387467	250.439
6	118	0.055556	0.136083	0.055556	0.136083	0.037037	0	0.111111	0	-0.111111	0.222222	-0.111111	0.111111	0.111111	-20.944
47	119	227.778	227.466	133.333	138.243	437.037	211.111	677.778	422.222	-677.778	722.222	-0.444444	677.778	0.732926	-258.723
187	120	222.222	208.345	127.778	0.646929	60.037	568.889	693.333	538.889	-944.444	278.889	-184.444	693.333	0.222808	-189.298
86	67	1	0.622222	105.556	0.685185	108.852	994.444	125.556	101.556	-282.222	501.111	-218.889	125.556	0.207702	-21.731
172	31	0.722221	0.418517	0.666664	0.71111	136.407	130.778	145.444	133	-168.889	271.111	-102.222	145.444	0.10071	-22.515
222	62	0.277778	0.250924	0.666667	0.557773	640.741	411.111	114.444	366.667	-688.889	151.111	-822.222	114.444	0.680808	-203.415
123	136	0.555555	10.963	0.666667	133.333	111.111	0.111111	3	0.222222	-3	566.667	-266.667	3	0.986111	-211.097
141	31	144.444	0.385183	122.222	118.518	126.815	117.111	141.222	122.111	-291.111	432.222	-141.111	141.222	0.170718	-231.077
166	185	194.444	0.250924	2	0.210818	542.222	485.556	672.222	468.889	-17	39	-22	672.222	0.302539	-200.801
109	111	144.444	108.866	1.5	147.196	577.778	513.333	716.667	503.333	-193.333	416.667	-223.333	716.667	0.298892	-204.516
98	119	144.444	0.518519	255.556	558.518	215.926	213.333	273.333	161.111	-0.777778	172.222	-164.444	273.333	0.408211	-157.896
204	116	105.556	126.296	105.556	144.074	218.519	0.333333	511.111	111.111	-555.556	877.778	-322.222	511.111	0.96142	-224.908
183	111	0.666667	0.311111	105.556	0.507407	57.037	688.889	7	322.222	355.556	388.889	-744.444	733.333	0.566138	-106.507
209	11	0.833333	0.255559	216.667	385.555	141.556	135.111	150.111	139.444	-193.333	256.667	-633.333	150.111	0.099836	-240.159
131	208	138.889	0.418519	0.611111	0.240741	161.852	127.778	15	207.778	-102.222	-355.556	137.778	207.778	0.383167	2.392
35	135	0.222222	0.118519	0.222222	0.118519	0.222222	0	0.666667	0	-0.666667	133.333	-0.666667	0.666667	0.333333	-20.944
